date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:33:56	51183/51183	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/wishlist.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/wishlist.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:33:56	57431/57431	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/checkout.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/checkout.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:33:56	64152/64152	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/about.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/about.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:33:56	67557/67557	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/team.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/team.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:33:56	63607/63607	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/team-details.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/team-details.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:33:56	95500/95500	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/faq.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/faq.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:07	67901/67901	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/news-details.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/news-details.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:08	63007/63007	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/news-grid.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/news-grid.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:08	46385/46385	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/404.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/404.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:08	58835/58835	U-----	200	untouched ('OK')	text/html	date:Sun,%2028%20Jul%202024%2003:34:36%20GMT	https://gramentheme.com/html/bookle/news.html	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/news.html	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:20	649/649	U-----	200	untouched ('')	image/png	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/facebook.png	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/facebook.png	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:20	257808/257808	U-----	200	untouched ('')	image/jpeg	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/signUpbg.jpg	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/signUpbg.jpg	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:20	1105/1105	U-----	200	untouched ('OK')	image/svg+xml	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/icon/icon-13.svg	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/icon/icon-13.svg	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:20	723/723	U-----	200	untouched ('')	image/png	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/google.png	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/google.png	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:32	134948/134948	U-----	200	untouched ('')	image/jpeg	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/registrationbg.jpg	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/registrationbg.jpg	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:33	43984/43984	U-----	200	untouched ('')	image/png	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/hero/book.png	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/hero/book.png	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:33	418/418	U-----	200	untouched ('')	image/png	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/hero/frame.png	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/hero/frame.png	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
10:34:33	418/418	U-----	200	untouched ('')	image/png	date:Sun,%2028%20Jul%202024%2002:13:30%20GMT	https://gramentheme.com/html/bookle/assets/img/hero/frame-2.png	C:/My%20Web%20Sites/Online%20Shopping%20Store/gramentheme.com/html/bookle/assets/img/hero/frame-2.png	(from https://gramentheme.com/html/bookle/index.html?storefront=envato-elements)
